Month,Main_Category,Sub_Category,Scheme_Type,No_scheme,No_Folios,Funds_Mobilised_YTD,Redemptions_YTD,Net_Inflow_YTD,Net_AUM,Average_AUM,No_Folios_segregated,AUM_segregated_folio,Upload_Date
19-09-2021,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,1.00,718.00,0.00,681.49,"-,681.49",60.52,60.68,0.00,0.00,19-07-2024
19-09-2021,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,8.00,80.00,0.00,319.00,"-,319.00","1,879.89","2,005.70",0.00,0.00,19-07-2024
19-09-2021,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,13.00,"30,600.00",0.00,"1,068.20","-1,068.20","1,602.90","1,704.91",0.00,0.00,19-07-2024
19-09-2021,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,306.00,"2,04,162.00","2,474.26","75,454.30","-,72,980.04","48,548.93","51,593.72",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Other Schemes,Fund of funds investing overseas,38.00,"10,47,097.00","9,632.46","1,736.30","7,896.16","21,126.84","21,601.08",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Other Schemes,Other ETFs,103.00,"69,05,096.00","57,342.97","23,661.00","33,681.98","3,62,936.93","3,56,515.41",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Other Schemes,Gold ETFs,11.00,"24,59,250.00","2,671.25",935.48,"1,735.77","16,336.82","16,247.76",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,10.00,"28,80,887.00",449.69,275.75,173.95,"12,797.83","12,726.72",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,24.00,"35,27,506.00","42,327.81","12,949.59","29,378.21","1,49,883.93","1,47,500.59",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,23.00,"3,14,134.00","6,096.24","2,401.31","3,694.92","14,246.43","14,291.18",2.00,25.81,19-07-2024
19-09-2021,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,26.00,"5,64,998.00","77,627.01","43,092.95","34,534.06","1,05,975.06","1,20,739.03",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,10.00,"7,43,429.00","2,724.29","2,434.84",289.45,"17,948.15","18,292.28",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,34.00,"48,62,337.00","14,698.02","15,976.32","-1,278.31","1,44,024.07","1,43,452.51",2.00,9.33,19-07-2024
19-09-2021,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,21.00,"4,63,166.00","4,568.78","2,192.53","2,376.25","18,087.44","17,798.80",2.00,44.98,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,28.00,"1,02,21,008.00","40,806.95","20,070.77","20,736.18","2,15,352.50","2,13,143.83",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,112.00,"99,03,316.00","33,200.08","18,918.66","14,281.42","1,36,722.56","1,34,902.43",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,30.00,"1,25,159.00","17,63,757.89","17,41,941.85","21,816.03","94,273.37","89,975.24",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,27.00,"45,34,024.00","15,698.75","9,495.39","6,203.36","91,829.11","91,656.51",0.00,0.00,19-07-2024
19-09-2021,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,25.00,"26,48,701.00","1,116.26",879.33,236.93,"16,152.35","16,034.99",0.00,0.00,19-07-2024
19-09-2021,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,21.00,"3,218.00",0.28,15.75,-15.48,109.87,144.38,0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,25.00,"63,96,133.00","15,671.00","12,334.00","3,337.00","98,014.17","96,657.27",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,21.00,"38,87,509.00","6,921.74","8,812.57","-1,890.82","76,427.44","75,386.94",0.00,0.00,19-07-2024
19-09-2021,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,28.00,"76,84,684.00","21,043.42","13,987.32","7,056.10","1,53,023.64","1,51,184.21",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,28.00,"56,90,368.00","13,110.61","8,814.32","4,296.29","99,628.51","99,131.75",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,33.00,"1,13,85,481.00","22,515.95","20,177.97","2,337.98","2,18,332.30","2,17,576.75",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,12.00,"18,35,717.00","8,948.07","3,225.52","5,722.55","31,442.41","27,838.24",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,12.00,"2,78,617.00","72,373.55","39,290.75","33,082.80","1,00,856.83","99,946.90",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,4.00,"50,529.00",324.70,440.09,"-,115.39","1,442.11","1,525.54",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,21.00,"1,93,648.00","6,807.93","6,720.44",87.49,"16,924.89","17,012.17",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,22.00,"3,65,643.00","22,470.02","27,101.17","-4,631.15","1,18,001.08","1,20,931.36",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,16.00,"2,84,963.00","3,785.93","2,647.36","1,138.57","27,670.31","27,303.79",8.00,231.41,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,20.00,"7,17,992.00","39,736.93","43,992.28","-4,255.35","1,60,354.64","1,62,433.13",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,42.00,"1,29,69,205.00","7,744.93","11,125.70","-3,380.78","1,49,424.08","1,48,933.17",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,2.00,"26,246.00",187.04,206.28,-19.24,"2,620.41","2,615.40",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,13.00,"1,21,331.00","4,756.56","2,773.94","1,982.62","12,764.59","12,424.12",1.00,16.27,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,16.00,"3,01,674.00","9,548.52","5,710.38","3,838.14","34,912.80","34,275.20",6.00,330.25,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,27.00,"6,37,927.00","38,126.89","39,920.43","-1,793.54","1,42,653.40","1,43,184.79",1.00,22.74,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,20.00,"4,81,622.00","1,86,969.57","1,61,811.17","25,158.40","1,17,091.79","1,27,018.94",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,24.00,"11,51,054.00","1,42,376.77","1,34,814.34","7,562.44","1,40,103.41","1,49,712.48",2.00,28.35,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,28.00,"6,49,848.00","1,18,928.83","1,11,889.51","7,039.32","95,827.78","1,03,448.02",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,39.00,"21,23,358.00","14,68,678.36","14,87,893.25","-,19,214.90","3,23,838.05","3,69,249.76",0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,8.00,"5,42,982.00","1,386.63",649.74,736.89,"9,450.47","9,367.41",0.00,0.00,19-07-2024
19-09-2021,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
19-09-2021,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,26.00,"2,51,399.00","7,121.92","7,982.07","-,860.15","26,081.12","25,938.08",2.00,128.93,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,22.00,"3,61,198.00","27,413.13","33,295.88","-5,882.76","1,16,866.47","1,17,461.76",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,16.00,"2,83,711.00","4,529.81","3,183.06","1,346.75","27,939.69","27,873.93",8.00,232.01,19-07-2024
31-10-2021,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,21.00,"4,70,557.00","5,382.75","2,600.02","2,782.73","18,600.11","18,422.88",2.00,45.36,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,27.00,"6,30,028.00","45,039.27","49,499.23","-4,459.96","1,40,166.20","1,41,828.93",1.00,11.81,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,2.00,"25,952.00",204.67,249.02,-44.35,"2,569.57","2,584.52",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,13.00,"1,20,956.00","5,318.01","2,938.95","2,379.07","13,138.10","12,801.99",1.00,16.41,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,16.00,"3,00,864.00","11,615.76","6,466.58","5,149.17","36,251.16","35,168.45",6.00,328.38,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,21.00,"1,91,684.00","7,436.34","6,936.00",500.34,"17,311.64","17,093.80",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,26.00,"2,49,519.00","9,486.77","8,535.06",951.71,"27,888.11","26,753.04",2.00,128.99,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,4.00,"49,627.00",365.59,490.40,"-,124.80","1,426.11","1,435.13",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,25.00,"66,37,474.00","18,427.00","14,740.99","3,686.01","98,969.35","1,00,833.78",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,12.00,"18,92,842.00","9,774.52","3,713.55","6,060.98","31,927.04","32,348.74",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,33.00,"1,15,65,388.00","26,696.57","23,611.48","3,085.09","2,20,879.42","2,23,844.99",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,28.00,"58,31,175.00","15,585.85","10,646.19","4,939.65","1,01,474.83","1,02,650.33",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,28.00,"78,43,247.00","24,174.19","16,741.96","7,432.23","1,54,581.00","1,57,054.21",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,8.00,"5,47,031.00","1,533.76",751.23,782.53,"9,473.47","9,663.33",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,21.00,"38,91,239.00","7,895.63","10,135.60","-2,239.96","76,957.25","78,261.74",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,27.00,"46,31,938.00","18,017.92","11,118.19","6,899.73","94,260.10","94,700.52",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,112.00,"1,02,21,831.00","38,658.72","22,643.34","16,015.39","1,39,307.59","1,40,209.12",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,42.00,"1,30,26,585.00","9,142.16","13,011.05","-3,868.89","1,50,175.39","1,52,610.80",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,20.00,"4,43,647.00","2,20,294.69","1,91,366.91","28,927.77","1,21,141.40","1,25,438.82",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,20.00,"7,09,055.00","43,935.35","49,065.78","-5,130.41","1,59,919.55","1,60,854.74",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,12.00,"2,85,543.00","84,979.58","46,847.04","38,132.54","1,06,087.63","1,03,340.10",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,28.00,"1,04,70,325.00","45,813.19","23,955.00","21,858.18","2,18,554.01","2,20,804.73",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,34.00,"48,87,699.00","17,389.66","18,727.10","-1,337.43","1,44,914.13","1,46,822.04",2.00,9.33,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,24.00,"11,42,706.00","1,65,072.72","1,53,307.34","11,765.38","1,44,604.64","1,44,950.36",2.00,14.72,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,28.00,"6,48,545.00","1,40,042.29","1,28,491.20","11,551.09","1,00,567.23","1,01,390.90",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,10.00,"7,52,252.00","3,344.70","2,807.79",536.91,"18,403.40","19,329.16",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,26.00,"5,08,124.00","84,847.78","52,657.54","32,190.25","1,04,018.39","1,19,197.74",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,23.00,"3,24,321.00","7,800.77","3,138.95","4,661.82","15,282.23","15,508.33",2.00,25.81,19-07-2024
31-10-2021,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,25.00,"26,55,043.00","1,315.89","1,019.98",295.91,"16,294.85","16,447.13",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,10.00,"28,80,730.00",547.08,333.34,213.75,"12,951.77","13,003.15",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Other Schemes,Gold ETFs,11.00,"26,63,225.00","2,986.05",946.67,"2,039.38","17,320.66","16,941.31",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Other Schemes,Other ETFs,106.00,"74,67,405.00","67,505.03","28,395.90","39,109.13","3,70,335.87","3,71,960.28",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Other Schemes,Fund of funds investing overseas,40.00,"11,40,119.00","11,603.89","2,193.86","9,410.03","24,001.10","23,013.73",0.00,0.00,19-07-2024
31-10-2021,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,292.00,"1,98,643.00","2,724.95","76,784.76","-,74,059.82","47,434.48","48,200.39",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Other Schemes,Index Funds,57.00,"17,81,931.00","20,027.15","6,268.55","13,758.60","37,528.15","36,454.10",0.00,0.00,19-07-2024
31-10-2021,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,8.00,80.00,0.00,319.00,"-,319.00","1,888.00","1,885.10",0.00,0.00,19-07-2024
31-10-2021,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,13.00,"30,599.00",0.00,"1,070.60","-1,070.60","1,607.19","1,612.08",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,30.00,"1,55,086.00","21,27,548.95","20,99,395.66","28,153.30","1,00,904.67","1,15,746.96",0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,39.00,"21,01,380.00","16,70,871.24","17,00,285.65","-,29,414.41","3,14,547.86","3,54,763.70",0.00,0.00,19-07-2024
31-10-2021,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
31-10-2021,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
31-10-2021,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,25.00,"37,85,745.00","55,974.03","15,376.57","40,597.47","1,61,393.10","1,56,944.03",0.00,0.00,19-07-2024
31-10-2021,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
31-10-2021,Close ended Schemes,Growth/Equity Oriented Schemes,Other Equity Schemes,29.00,"2,49,075.00",0.00,"7,825.35","-7,825.34","9,166.55","9,322.99",0.00,0.00,19-07-2024
31-10-2021,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,20.00,"3,22,836.00",0.00,863.21,"-,863.21","4,003.97","4,083.39",0.00,0.00,19-07-2024
31-10-2021,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,1.00,718.00,0.00,681.49,"-,681.49",61.17,61.10,0.00,0.00,19-07-2024
31-10-2021,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,21.00,"3,193.00",0.29,16.71,-16.43,109.17,137.72,0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Other Schemes,Other ETFs,105.00,"79,40,454.00","76,932.97","31,341.08","45,591.89","3,64,744.81","3,72,203.87",0.00,0.00,19-07-2024
30-11-2021,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,21.00,"3,113.00",0.33,25.27,-24.94,122.22,135.63,0.00,0.00,19-07-2024
30-11-2021,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
30-11-2021,Close ended Schemes,Growth/Equity Oriented Schemes,Other Equity Schemes,24.00,"1,75,136.00",0.00,"8,695.59","-8,695.59","6,669.88","7,349.37",0.00,0.00,19-07-2024
30-11-2021,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,20.00,"3,20,824.00",0.00,920.93,"-,920.93","3,854.74","4,015.50",0.00,0.00,19-07-2024
30-11-2021,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,1.00,718.00,0.00,681.49,"-,681.49",60.70,61.22,0.00,0.00,19-07-2024
30-11-2021,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,8.00,80.00,0.00,319.00,"-,319.00","1,903.09","1,897.71",0.00,0.00,19-07-2024
30-11-2021,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,13.00,"30,747.00",0.00,"1,070.61","-1,070.61","1,604.49","1,612.54",0.00,0.00,19-07-2024
30-11-2021,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,287.00,"1,96,326.00","3,521.94","77,574.78","-,74,052.84","47,509.90","47,127.68",0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Other Schemes,Fund of funds investing overseas,41.00,"11,65,835.00","12,377.34","2,629.05","9,748.28","24,189.45","24,378.55",0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Other Schemes,Index Funds,59.00,"19,36,229.00","24,140.35","6,861.03","17,279.32","40,240.13","39,557.97",0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,114.00,"1,05,87,595.00","43,440.36","25,902.67","17,537.69","1,39,553.86","1,43,107.48",0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,25.00,"26,61,411.00","1,521.05","1,142.25",378.79,"16,156.28","16,520.04",0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,23.00,"3,33,416.00","9,437.49","3,906.28","5,531.21","15,834.66","16,423.21",2.00,25.81,19-07-2024
30-11-2021,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,26.00,"5,05,671.00","92,731.10","59,495.63","33,235.47","1,04,943.51","1,18,373.85",0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,10.00,"7,61,713.00","3,923.91","3,135.79",788.12,"18,296.31","19,676.25",0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,26.00,"39,54,388.00","64,241.84","17,550.34","46,691.51","1,64,657.91","1,67,724.03",0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,34.00,"49,23,718.00","20,083.76","20,772.89","-,689.13","1,42,499.90","1,46,596.33",2.00,9.33,19-07-2024
30-11-2021,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,21.00,"4,76,918.00","6,245.01","2,948.47","3,296.55","19,118.24","19,028.46",2.00,45.78,19-07-2024
30-11-2021,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,42.00,"1,31,13,916.00","10,697.43","14,392.04","-3,694.61","1,46,246.60","1,51,995.94",0.00,0.00,19-07-2024
30-11-2021,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
30-11-2021,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,10.00,"28,82,784.00",657.18,385.76,271.42,"12,894.44","13,134.40",0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,30.00,"3,02,779.00","25,07,358.54","24,91,328.66","16,029.88","89,093.72","1,15,724.67",0.00,0.00,19-07-2024
30-11-2021,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,4.00,"48,748.00",427.86,578.90,"-,151.04","1,414.99","1,411.52",0.00,0.00,19-07-2024
