Company_Name,ISIN,segment1,Type_Issue1,Sector,Total_No_Securities,Fresh_No_Securities,OFS_No_Securities,Issue_Open_Date,Issue_Close_Date,Times_subscribed,Face_Value,Premimum,Issue_Price,Issue_Size,Listing_Date,Anchor,QIB,Final_QIB,NII,RII,Market_Maker,Shareholder,Employee,Policy_Holders,Underwriter,Promoters_Contribution,Reservation_Portion,Net offer to public,Region,6(1) / (2),Industry_Raw,State1,Region1,Exchange,Designated_Exchange,Issue_Size_Bucket,Calender_Month,Calender_Year,Financial_Year
A B Cotspin India Limited,,SME,IPO,Private,2884000,2884000,0,2021-12-30 00:00:00,2022-01-03,10.35,10.0,,35.0,10.09,2022-01-11,,,,,,,,,,,,,,Northern,,Textile,Punjab,Northern,NSE,,≥ 10crore - < 50crore,2022-01-31,2022,2021-22
Timescan Logistics (India) Limited,,SME,IPO,Private,944000,944000,0,2021-12-31 00:00:00,2022-01-04,1.03,10.0,,51.0,4.18,2022-01-12,,,,,,,,,,,,,,Southern,,Misc,Tamil Nadu,Southern,NSE,,< 5 crore,2022-01-31,2022,2021-22
Ascensive Educare Limited,,SME,IPO,Private,868000,868000,0,2021-12-30 00:00:00,2022-01-04,2.54,10.0,,26.0,2.26,2022-01-12,,,,,,,,,,,,,,Eastern,,Misc,West Bengal,Eastern,BSE,,< 5 crore,2022-01-31,2022,2021-22
Fabino Life Sciences Limited,,SME,IPO,Private,900000,900000,0,2021-12-31 00:00:00,2022-01-05,6.56,10.0,,36.0,3.24,2022-01-13,,,,,,,,,,,,,,Northern,,Healthcare,Delhi,Northern,BSE,,< 5 crore,2022-01-31,2022,2021-22
Ridhi Synthetics Ltd.,,Main Board,Right,Private,1960000,1960000,0,2021-12-20 00:00:00,2022-01-03,0,10.0,,10.0,1.96,2022-01-18,,,,,,,,,,,,,,Western,,Cement/ Constructions,Maharashtra,Western,BSE,,< 5 crore,2022-01-31,2022,2021-22
Beardsell Limited,,Main Board,Right,Private,9366336,9366336,0,2021-12-31 00:00:00,2022-01-14,0,2.0,,10.0,9.366336,2022-01-28,,,,,,,,,,,,,,Southern,,Misc,Tamil Nadu,Southern,BSE/ NSE,,≥ 5crore - < 10crore,2022-01-31,2022,2021-22
B.N.RATHI SECURITIES LTD.	,,Main Board,Right,Private,3360000,3360000,0,2022-01-03 00:00:00,2022-01-17,0,10.0,,22.0,7.39,2022-01-28,,,,,,,,,,,,,,Southern,,Misc,Telangana,Southern,BSE,,≥ 5crore - < 10crore,2022-01-31,2022,2021-22
DJ Mediaprint & Logistics Limited,,SME,FPO,Private,1200000,1200000,0,2022-01-18 00:00:00,2022-01-20,9.42,10.0,,125.0,15.0,2022-01-31,,,,,,,,,,,,,,Western,,Misc,Maharashtra,Western,BSE,,≥ 10crore - < 50crore,2022-01-31,2022,2021-22
AGS Transact Technologies Limited,,Main Board,IPO,Private,38857141,0,38857141,2022-01-19 00:00:00,2022-01-21,8.22,10.0,,175.0,680.0,2022-01-31,,,,,,,,,,,,,,Western,6(1),Info Tech,Maharashtra,Western,BSE/NSE,,≥ 500crore,2022-01-31,2022,2021-22
Precision Metaliks Limited,,SME,IPO,Private,4300000,4300000,0,2022-01-19 00:00:00,2022-01-24,5.79,10.0,,51.0,21.93,2022-02-01,,,,,,,,,,,,,,Southern,,Automobiles,Telangana,Southern,NSE,,≥ 10crore - < 50crore,2022-02-28,2022,2021-22
ALKOSIGN LIMITED,,SME,IPO,Private,2700000,2700000,0,2022-01-18 00:00:00,2022-01-21,4.52,10.0,,45.0,12.15,2022-02-01,,,,,,,,,,,,,,Western,,Comm.Printing/Stationery,Maharashtra,Western,BSE,,≥ 10crore - < 50crore,2022-02-28,2022,2021-22
Adani Wilmar Limited,,Main Board,IPO,Private,156729745,156729745,0,2022-01-27 00:00:00,2022-01-31,18.36,1.0,,230.0,3600.0,2022-02-08,,,,,,,,,,,,,,Western,6(1),Edible Oils,Gujarat,Western,BSE/ NSE,,≥ 500crore,2022-02-28,2022,2021-22
Quality RO Industries Limited,,SME,IPO,Private,530000,530000,0,2022-01-27 00:00:00,2022-02-01,6.85,10.0,,51.0,2.7,2022-02-09,,,,,,,,,,,,,,Western,,Engineering,Gujarat,Western,BSE,,< 5 crore,2022-02-28,2022,2021-22
Safa Systems & Technologies Limited,,SME,IPO,Private,4000000,4000000,0,2022-01-28 00:00:00,2022-02-01,50.07,10.0,,10.0,4.0,2022-02-09,,,,,,,,,,,,,,Southern,,Misc,Kerala,Southern,BSE,,< 5 crore,2022-02-28,2022,2021-22
VISHVPRABHA VENTURES LIMITED,,Main Board,Right,Private,1470000,1470000,0,2021-12-29 00:00:00,2022-01-27,0,10.0,,30.0,4.41,2022-02-14,,,,,,,,,,,,,,Western,,Construction,Maharashtra,Western,BSE,,< 5 crore,2022-02-28,2022,2021-22
SHIVAM AUTOTECH LIMITED,,Main Board,Right,Private,22222222,22222222,0,2021-12-31 00:00:00,2022-01-28,0,2.0,,18.0,39.99,2022-02-14,,,,,,,,,,,,,,Northern,,Misc,Haryana,Northern,BSE/ NSE,,≥ 10crore - < 50crore,2022-02-28,2022,2021-22
Vedant Fashions Limited,,Main Board,IPO,Private,36364838,0,36364838,2022-02-04 00:00:00,2022-02-08,2.58,1.0,,866.0,3149.19,2022-02-16,,,,,,,,,,,,,,Eastern,6(1),Specialty Retail,West Bengal,Eastern,BSE/ NSE,,≥ 500crore,2022-02-28,2022,2021-22
Maruti Interior Products Limited,,SME,IPO,Private,2000000,2000000,0,2022-02-03 00:00:00,2022-02-08,69.75,10.0,,55.0,11.0,2022-02-16,,,,,,,,,,,,,,Western,,Misc,Gujarat,Western,BSE,,≥ 10crore - < 50crore,2022-02-28,2022,2021-22
SOM DISTILLERIES & BREWERIES LTD.	,,Main Board,Right,Private,4999058,4999058,0,2022-01-17 00:00:00,2022-01-31,0,5.0,,35.0,17.49,2022-02-18,,,,,,,,,,,,,,Northern,,Misc,Delhi,Northern,BSE/ NSE,,≥ 10crore - < 50crore,2022-02-28,2022,2021-22
Richa Info Systems Limited,,SME,IPO,Private,800000,800000,0,2022-02-09 00:00:00,2022-02-11,3.03,10.0,,125.0,10.0,2022-02-21,,,,,,,,,,,,,,Western,,Electronics,Gujarat,Western,NSE,,≥ 10crore - < 50crore,2022-02-28,2022,2021-22
Vaidya Sane Ayurved Laboratories Limited,,SME,IPO,Private,2771200,2771200,0,2022-02-10 00:00:00,2022-02-15,1.86,10.0,,73.0,20.22,2022-02-23,,,,,,,,,,,,,,Western,,Healthcare,Maharashtra,Western,NSE,,≥ 10crore - < 50crore,2022-02-28,2022,2021-22
Choice International Ltd,,Main Board,Right,Private,9951200,9951200,0,2022-02-01 00:00:00,2022-02-15,0,10.0,,51.0,50.75,2022-02-28,,,,,,,,,,,,,,Western,,Finance,Maharashtra,Western,BSE,,≥ 50 crore - < 100crore,2022-02-28,2022,2021-22
Veer Global Infraconstruction Limited,,Main Board,Right,Private,"8,12,000",812000,0,31.01.2022,2022-02-14,0,10.0,,60.0,4.872,2022-03-03,,,,,,,,,,,,,,Western,,Cement/ Constructions,Maharashtra,Western,BSE,,< 5 crore,2022-03-31,2022,2021-22
*Vidli Restaurants Limited,,Main Board,Right,Private,"64,95,000",6495000,0,2022-02-02 00:00:00,2022-02-16,0,10.0,,10.0,6.495,2022-03-07,,,,,,,,,,,,,,Western,,Hotels,Maharashtra,Western,BSE,,≥ 5crore - < 10crore,2022-03-31,2022,2021-22
Joonktollee Tea & Industries Limited,,Main Board,Right,Private,4142201,4142201,0,2022-02-04 00:00:00,2022-02-18,0,10.0,,60.0,24.853206,2022-03-07,,,,,,,,,,,,,,Eastern,,Food processing,West Bengal,Eastern,BSE,,≥ 10crore - < 50crore,2022-03-31,2022,2021-22
Ekennis Software Service Limited,,SME,IPO,Private,400000,400000,0,2022-02-21 00:00:00,2022-02-24,26.43,10.0,,72.0,2.88,2022-03-07,,,,,,,,,,,,,,Southern,,Info Tech,Karnataka,Southern,BSE,,< 5 crore,2022-03-31,2022,2021-22
Shigan Quantum Technologies Limited,,SME,IPO,Private,4539000,4539000,0,2022-02-28 00:00:00,2022-03-03,12.7,10.0,,50.0,22.69,2022-03-11,,,,,,,,,,,,,,Northern,,Automobiles,Delhi,Northern,NSE,,≥ 10crore - < 50crore,2022-03-31,2022,2021-22
Sp Refractories Limited,,SME,IPO,Private,547200,297600,249600,2022-03-09 00:00:00,2022-03-11,5.44,10.0,,90.0,4.9248,2022-03-22,,,,,,,,,,,,,,Western,,Misc,Maharashtra,Western,NSE,,< 5 crore,2022-03-31,2022,2021-22
Cool Caps Industries Limited,,SME,IPO,Private,3060000,3060000,0,2022-03-10 00:00:00,2022-03-15,5.87,10.0,,38.0,11.628,2022-03-24,,,,,,,,,,,,,,Eastern,,Misc,West Bengal,Eastern,NSE,,≥ 10crore - < 50crore,2022-03-31,2022,2021-22
Bhatia Colour Chem Limited,,SME,IPO,Private,5000000,5000000,0,2022-03-14 00:00:00,2022-03-16,1.36,10.0,,80.0,40.0,2022-03-24,,,,,,,,,,,,,,Western,,Chemicals,Gujarat,Western,BSE,,≥ 10crore - < 50crore,2022-03-31,2022,2021-22
*WARDWIZARD INNOVATIONS AND MOBILITY LIMITED,,Main Board,Right,Private,"56,70,303",5670303,0,2022-02-07 00:00:00,2022-03-08,0,1.0,,82.0,46.4964846,2022-03-28,,,,,,,,,,,,,,Western,,Info Tech,Maharashtra,Western,BSE,,≥ 10crore - < 50crore,2022-03-31,2022,2021-22
KN Agri Resources Limited,,SME,IPO,Private,6584000,6584000,0,2022-03-15 00:00:00,2022-03-17,192.83,10.0,,75.0,49.38,2022-03-28,,,,,,,,,,,,,,Eastern,,Food processing,Chhattisgarh,Central,NSE,,≥ 10crore - < 50crore,2022-03-31,2022,2021-22
Swaraj Suiting Limited,,SME,IPO,Private,1908000,1908000,0,2022-03-15 00:00:00,2022-03-17,9.83,10.0,,56.0,10.6848,2022-03-28,,,,,,,,,,,,,,Western,,Textile,Rajasthan,Western,NSE,,≥ 10crore - < 50crore,2022-03-31,2022,2021-22
Achyut Healthcare Limited,,SME,IPO,Private,1800000,1800000,0,2022-03-17 00:00:00,2022-03-22,2.55,10.0,,20.0,3.6,2022-03-30,,,,,,,,,,,,,,Western,,Healthcare,Gujarat,Western,BSE,,< 5 crore,2022-03-31,2022,2021-22
Evoq Remedies Limited,,SME,IPO,Private,3600000,3600000,0,2022-03-17 00:00:00,2022-03-22,1.58,10.0,,27.0,9.72,2022-03-30,,,,,,,,,,,,,,Western,,Misc,Gujarat,Western,BSE,,≥ 5crore - < 10crore,2022-03-31,2022,2021-22
Empyrean Cashews Limited,,SME,IPO,Private,5247000,5247000,0,2022-03-21 00:00:00,2022-03-23,1.67,10.0,,37.0,19.4139,2022-03-31,,,,,,,,,,,,,,Western,,Food processing,Maharashtra,Western,NSE,,≥ 10crore - < 50crore,2022-03-31,2022,2021-22
*Tilak Ventures Limited,,Main Board,Right,Private,"9,63,60,000",96360000,0,2022-02-28 00:00:00,2022-03-15,0,1.0,,5.0,48.18,2022-03-31,,,,,,,,,,,,,,Western,,Finance,Maharashtra,Western,BSE,,≥ 10crore - < 50crore,2022-03-31,2022,2021-22
Wockhardt Ltd,,Main Board,Right,Private,"3,32,44,650",33244650,0,2022-03-15 00:00:00,2022-03-22,0,5.0,,225.0,748.004625,2022-03-31,,,,,,,,,,,,,,Western,,Healthcare,Maharashtra,Western,BSE & NSE,,≥ 500crore,2022-03-31,2022,2021-22
P. E. ANALYTICS LIMITED,,SME,IPO,Private,2772000,1452000,1320000,2022-03-22 00:00:00,2022-03-25,61.5,10.0,104.0,114.0,31.6,2022-04-04,788400.0,526800.0,1315200.0,396000.0,921600.0,139200.0,0.0,0.0,0.0,0.0,0,139200.0,2632800.0,Northern,,Misc,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2022-04-30,2022,2022-23
Krishna Defence And Allied Industries Limited,,SME,IPO,Private,3048000,3048000,0,2022-03-25 00:00:00,2022-03-29,99.1,10.0,29.0,39.0,11.88,2022-04-06,864000.0,579000.0,1443000.0,435000.0,1014000.0,156000.0,0.0,0.0,0.0,0.0,0,156000.0,2892000.0,Western,,Misc,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2022-04-30,2022,2022-23
Uma Exports Limited,,Main Board,IPO,Private,8823530,8823530,0,2022-03-28 00:00:00,2022-03-30,8.33,10.0,58.0,68.0,60.0,2022-04-07,0.0,176470.0,176470.0,2558824.0,6088236.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8823530.0,EASTERN,6(1),Food processing,West Bengal,Eastern,NSE/BSE,BSE,≥ 50 crore - < 100crore,2022-04-30,2022,2022-23
RUCHI SOYA INDUSTRIES LIMITED,,Main Board,FPO,Private,66153846,66153846,0,2022-03-24 00:00:00,2022-03-28,3.62,2.0,648.0,650.0,4300.0,2022-04-08,19843153.0,19181132.0,39024285.0,11707287.0,15415260.0,0.0,0.0,7014.0,0.0,0.0,0,7014.0,66146832.0,Western,,Oil & Natural Gas,Maharashtra,Western,NSE/BSE,BSE,≥ 500crore,2022-04-30,2022,2022-23
Veranda Learning Solutions Limited,,Main Board,IPO,Private,14598540,14598540,0,2022-03-29 00:00:00,2022-03-31,3.76,10.0,127.0,137.0,199.99,2022-04-11,3412500.0,7536405.0,10948905.0,2189781.0,1459854.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14598540.0,Southern,6(2),Misc,Tamil Nadu,Southern,NSE/BSE,BSE,≥ 100 crore - < 500crore,2022-04-30,2022,2022-23
Sunrise Efficient Marketing Limited,,SME,IPO,Private,1380000,1380000,0,2022-03-30 00:00:00,2022-04-25,1.37,10.0,111.0,121.0,16.7,2022-04-12,0.0,0.0,0.0,970000.0,332000.0,78000.0,0.0,0.0,0.0,0.0,0,78000.0,1302000.0,Western,,Engineering,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore,2022-04-30,2022,2022-23
DHYAANI TILE AND MARBLEZ LIMITED,,SME,IPO,Private,480000,480000,0,2022-03-30 00:00:00,2022-04-04,2.05,10.0,41.0,51.0,2.45,2022-04-12,0.0,0.0,0.0,218000.0,238000.0,24000.0,0.0,0.0,0.0,0.0,0,24000.0,456000.0,Western,,Cement/ Constructions,Gujarat,Western,BSE,BSE,< 5 crore,2022-04-30,2022,2022-23
Eighty Jewellers Limited,,SME,IPO,Private,2700000,2700000,0,2022-03-31 00:00:00,2022-04-05,2.33,10.0,31.0,41.0,11.07,2022-04-13,0.0,0.0,0.0,1281000.0,1281000.0,138000.0,0.0,0.0,0.0,0.0,0,138000.0,2562000.0,Central,,Misc,Chhattisgarh,Central,BSE,BSE,≥ 10crore - < 50crore,2022-04-30,2022,2022-23
Hariom Pipe Industries Limited,,Main Board,IPO,Private,8500000,8500000,0,2022-03-30 00:00:00,2022-04-05,7.93,10.0,143.0,153.0,130.05,2022-04-13,0.0,2550000.0,2550000.0,2975000.0,2975000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8500000.0,Southern,6(1),Cement/ Constructions,Telangana,Southern,NSE/BSE,NSE,≥ 100 crore - < 500crore,2022-04-30,2022,2022-23
Jeena Sikho Lifecare Limited,,SME,IPO,Private,3700000,3700000,0,2022-03-30 00:00:00,2022-04-07,2.24,10.0,140.0,150.0,55.5,2022-04-19,0.0,0.0,0.0,1762000.0,1752000.0,186000.0,0.0,0.0,0.0,0.0,0,186000.0,3514000.0,Northern,,Healthcare,Delhi,Northern,NSE,NSE,≥ 50 crore - < 100crore,2022-04-30,2022,2022-23
*PRISMX GLOBAL VENTURES LIMITED,,Main Board,Right,Private,122077000,122077000,0,2022-03-14 00:00:00,2022-03-28,0,1.0,3.0,4.0,48.83,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Western,,Misc,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2022-04-30,2022,2022-23
Advik Capital Limited,,Main Board,Right,Private,174319680,174319680,0,2022-03-21 00:00:00,2022-04-07,0,1.0,1.85,2.85,49.68,2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Northern,,Finance,Delhi,Northern,BSE,BSE,≥ 10crore - < 50crore,2022-04-30,2022,2022-23
ASM Technologies Ltd.,,Main Board,Right,Private,1000000,1000000,0,2022-03-28 00:00:00,2022-04-11,0,10.0,105.0,115.0,11.5,2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Southern,,Misc,Karnataka,Southern,BSE,BSE,≥ 10crore - < 50crore,2022-04-30,2022,2022-23
 SPV Global Trading Ltd	,,Main Board,Right,Private,1715000,1715000,0,2022-03-30 00:00:00,2022-04-13,0,10.0,0.0,10.0,1.71,2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Western,,Finance,Maharashtra,Western,BSE,BSE,< 5 crore,2022-04-30,2022,2022-23
HCP PLASTENE BULKPACK LIMITED,,Main Board,Right,Private,441000,441000,0,2022-03-30 00:00:00,2022-04-13,0,10.0,590.0,600.0,26.46,2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Western,,Misc,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore,2022-04-30,2022,2022-23
Global Longlife Hospital and Research Limited,,SME,IPO,Private,3500000,3500000,0,2022-04-21 00:00:00,2022-04-25,1.43,10.0,130.0,140.0,49.0,2022-05-04,0.0,0.0,0.0,1787000.0,1537000.0,176000.0,0.0,0.0,0.0,0.0,0,176000.0,3324000.0,Western,,Healthcare,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore,2022-05-31,2022,2022-23
RAINBOW FOUNDATIONS LTD.,,Main Board,Right,Private,44104800,44104800,0,2022-03-25 00:00:00,2022-04-18,-,10.0,1.0,11.0,48.52,2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Southern,,Cement/ Constructions,Tamil Nadu,Southern,BSE,BSE,≥ 10crore - < 50crore,2022-05-31,2022,2022-23
Shashwat Furnishing Solutions Limited,,SME,IPO,Private,558000,558000,0,2022-04-20 00:00:00,2022-04-25,4.3710,10.0,35.0,45.0,2.51,2022-05-04,0.0,0.0,0.0,162000.0,366000.0,30000.0,0.0,0.0,0.0,0.0,0,30000.0,528000.0,Western,,Misc,Rajasthan,Western,BSE,BSE,< 5 crore,2022-05-31,2022,2022-23
Nanavati Ventures Limited,,SME,IPO,Private,438000,438000,0,2022-04-25 00:00:00,2022-04-27,30.58,10.0,40.0,50.0,2.19,2022-05-06,0.0,0.0,0.0,150000.0,264000.0,24000.0,0.0,0.0,0.0,0.0,0,24000.0,414000.0,Western,,Misc,Gujarat,Western,BSE,BSE,< 5 crore,2022-05-31,2022,2022-23
Fone4 Communications (India) Limited,,SME,IPO,Private,6800000,6800000,0,2022-04-25 00:00:00,2022-04-27,14.02,10.0,0.0,10.0,6.8,2022-05-06,0.0,0.0,0.0,1880000.0,4580000.0,340000.0,0.0,0.0,0.0,0.0,0,340000.0,6460000.0,Southern,,Consumer Services,Kerala,Southern,BSE,BSE,≥ 5crore - < 10crore,2022-05-31,2022,2022-23
Campus Activewear Limited,,Main Board,IPO,Private,47950000,0,47950000,2022-04-26 00:00:00,2022-04-28,52.09,5.0,287.0,292.0,1399.6,2022-05-09,14325000.0,9581404.0,23906404.0,7171922.0,16734484.0,0.0,0.0,137190.0,0.0,0.0,0,137190.0,47812810.0,Northern,6(1),Misc,Delhi,Northern,NSE/BSE,NSE,≥ 500crore,2022-05-31,2022,2022-23
Le Merite Exports Limited,,SME,IPO,Private,6400000,6400000,0,2022-04-25 00:00:00,2022-04-28,14.86,10.0,65.0,75.0,48.0,2022-05-09,0.0,0.0,0.0,3032000.0,3032000.0,336000.0,0.0,0.0,0.0,0.0,0,336000.0,6064000.0,Western,,Textile,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2022-05-31,2022,2022-23
Rainbow Childrens Medicare Limited,,Main Board,IPO,Private,29168579,5177121,24000900,2022-04-27 00:00:00,2022-04-29,12.47,10.0,532.0,542.0,1580.85,2022-05-10,8663404.0,7704903.0,16368307.0,4910494.0,7845660.0,0.0,0.0,44118.0,0.0,0.0,0,44118.0,29124461.0,Central,6(1),Healthcare,Telangana,Southern,NSE/BSE,NSE,≥ 500crore,2022-05-31,2022,2022-23
MAKERS LABORATORIES LTD,,Main Board,Right,Private,983396,983396,0,2022-04-18 00:00:00,2022-04-27,-,10.0,140.0,150.0,14.75,2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Western,,Healthcare,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2022-05-31,2022,2022-23
Sonu Infratech Limited,,SME,IPO,Private,2400000,2400000,0,2022-04-29 00:00:00,2022-05-05,17.22,10.0,26.0,36.0,8.64,2022-05-13,0.0,0.0,0.0,1089000.0,1191000.0,120000.0,0.0,0.0,0.0,0.0,0,120000.0,2280000.0,Western,,Cement/ Constructions,Gujarat,Western,NSE,NSE,≥ 5crore - < 10crore,2022-05-31,2022,2022-23
Bhagiradha Chemicals & Industries Limited,,Main Board,Right,Private,2095783,2095783,0,2022-04-19 00:00:00,2022-05-04,-,10.0,390.0,400.0,83.83132,2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Southern,,Chemical,,,NSE/BSE,BSE,≥ 50 crore - < 100crore,2022-05-31,2022,2022-23
Life Insurance Corporation Of India,,Main Board,IPO,Public,221374920,0,221374920,2022-05-04 00:00:00,2022-05-09,2.95,10.0,939.0,949.0,20557.23,2022-05-17,59296853.0,39531236.0,98828089.0,29648427.0,69179663.0,0.0,0.0,1581249.0,22137492.0,0.0,0,23718741.0,197656179.0,Western,6(1),Insurance,Maharashtra,Western,NSE/BSE,BSE,≥ 500crore,2022-05-31,2022,2022-23
Asian Granito India Limited,,Main Board,Right,Private,69993682,69993682,0,2022-04-25 00:00:00,2022-05-10,-,10.0,53.0,63.0,440.9601966,2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Western,,Misc,Gujarat,Western,NSE/BSE,NSE,≥ 100 crore - < 500crore,2022-05-31,2022,2022-23
Prudent Corporate Advisory Services Limited,,Main Board,IPO,Private,6808820,0,6808820,2022-05-10 00:00:00,2022-05-12,1.22,5.0,625.0,630.0,428.2800000000001,2022-05-20,2530651.0,2120600.0,4651251.0,938492.0,1105242.0,0.0,0.0,113835.0,0.0,0.0,0,113835.0,6694985.0,Western,6(1),Finance,Gujarat,Western,NSE/BSE,BSE,≥ 100 crore - < 500crore,2022-05-31,2022,2022-23
Delhivery Limited,,Main Board,IPO,Private,107497225,82152503,25364585,2022-05-11 00:00:00,2022-05-13,1.71,1.0,486.0,487.0,5235.0,2022-05-24,48187860.0,55718695.0,103906555.0,650340.0,2894310.0,0.0,0.0,46020.0,0.0,0.0,0,46020.0,107451205.0,Northern,6(2),Misc,Delhi,Northern,NSE/BSE,NSE,≥ 500crore,2022-05-31,2022,2022-23
Venus Pipes & Tubes Limited,,Main Board,IPO,Private,5074100,5074100,0,2022-05-11 00:00:00,2022-05-13,16.32,10.0,316.0,326.0,165.42,2022-05-24,1522186.0,1014864.0,2537050.0,761115.0,1775935.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5074100.0,Western,6(1),Misc,Gujarat,Western,NSE/BSE,BSE,≥ 100 crore - < 500crore,2022-05-31,2022,2022-23
*Aurum PropTech Limited,,Main Board,Right,Private,42944533,42944533,0,2022-04-26 00:00:00,2022-05-10,-,5.0,75.0,80.0,343.556264,2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Western,,Info Tech,Maharashtra,Western,NSE/BSE,BSE,≥ 100 crore - < 500crore,2022-05-31,2022,2022-23
Paradeep Phosphates Limited,,Main Board,IPO,Private,357555112,239047619,118507493,2022-05-17 00:00:00,2022-05-19,1.88,10.0,32.0,42.0,1501.73,2022-05-27,107266533.0,107270529.0,214537062.0,35868700.0,107149350.0,0.0,0.0,0.0,0.0,0.0,0,0.0,357555112.0,Eastern,6(1),Chemical,Odisha,Eastern,NSE/BSE,BSE,≥ 500crore,2022-05-31,2022,2022-23
ETHOS Limited,,Main Board,IPO,Private,4581500,4271070,310430,2022-05-18 00:00:00,2022-05-20,1.3947,10.0,868.0,878.0,402.26,2022-05-30,1613725.0,1256232.0,2869957.0,1005346.0,387311.0,0.0,0.0,0.0,0.0,318886.0,0,318886.0,4262614.0,Northern,6(1),Misc,Chandigarh,Northern,NSE/BSE,BSE,≥ 100 crore - < 500crore,2022-05-31,2022,2022-23
Emudhra Limited,,Main Board,IPO,Private,16124456,6289062,9835394,2022-05-20 00:00:00,2022-05-24,2.74,5.0,251.0,256.0,412.79,2022-06-01,4837336.0,3647137.0,8484473.0,1700850.0,5939133.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16124456.0,Southern,6(1),Info Tech,Karnataka,Southern,NSE/BSE,BSE,≥ 100 crore - < 500crore,2022-06-30,2022,2022-23
Globesecure Technologies Limited,,SME,IPO,Private,3492000,3492000,0,2022-05-23 00:00:00,2022-05-25,13.71,10.0,19.0,29.0,10.13,2022-06-02,0.0,0.0,0.0,1656000.0,1656000.0,180000.0,0.0,0.0,0.0,0.0,0,180000.0,3312000.0,Western,,Info Tech,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2022-06-30,2022,2022-23
Aether Industries Limited,,Main Board,IPO,Private,12586355,9766355,2820000,2022-05-24 00:00:00,2022-05-26,6.62,10.0,632.0,642.0,808.04,2022-06-03,3742495.0,3857781.0,7600276.0,2280083.0,2595826.0,0.0,0.0,110170.0,0.0,0.0,0,110170.0,12476185.0,Western,6(1),Chemical,Gujarat,Western,NSE/BSE,BSE,≥ 500crore,2022-06-30,2022,2022-23
NCL Research And Financial Services,,Main Board,Right,Private,488628000,488628000,0,2022-05-16 00:00:00,2022-05-27,-,1.0,0.0,1.0,48.86,2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Western,,Banks/Fis,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2022-06-30,2022,2022-23
TCM Ltd.,,Main Board,Right,Private,4078842,4078842,0,2022-05-12 00:00:00,2022-05-26,-,10.0,15.0,25.0,10.19,2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Southern,,Chemical,Kerala,Southern,BSE,BSE,≥ 10crore - < 50crore,2022-06-30,2022,2022-23
Fidel Softech Limited,,SME,IPO,Private,3648000,3648000,0,2022-05-30 00:00:00,2022-06-02,97.64,10.0,27.0,37.0,13.49,2022-06-10,0.0,0.0,0.0,1731000.0,1731000.0,186000.0,0.0,0.0,0.0,0.0,0,186000.0,3462000.0,Western,,Info Tech,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2022-06-30,2022,2022-23
Rachana Infrastructure Limited,,SME,IPO,Private,5650000,2825000,2825000,2022-05-20 00:00:00,2022-06-02,1.15,10.0,125.0,135.0,76.28,2022-06-10,0.0,0.0,0.0,4394000.0,783000.0,284000.0,0.0,0.0,0.0,189000.0,0,473000.0,5177000.0,Western,,Cement/ Constructions,Gujarat,Western,NSE,NSE,≥ 50 crore - < 100crore,2022-06-30,2022,2022-23
